站点名,经停线路数
民航学院总站,2
水乡中心医院,2
水元东路,2
水秀一路(花涧四街),2
水秀一路中,2
水秀一路总站,2
水秀一路西,2
水秀二路,2
水秀二路总站,2
水荫路总站,2
水西村路口,2
水韵蓝湾,2
永丰市场,2
永乐村,2
永兴村,2
永兴村委,2
永华路,2
永和医院,2
永和总站,2
永大社区,2
永宁庄,2
永安大道东,2
永安大道中,2
永安学校,2
永泰新村总站,2
永泰集贤路,2
永顺大道(新安路口),2
永龙大道中,2
汀塘村,2
汇侨路总站,2
汇才二街口,2
汇泉路(中海锦城北),2
汇泉路东,2
汇盛路,2
江人路(广花路口),2
江兴村,2
江南商业城小区,2
江埔村,2
江埔村委,2
江湾立交,2
江高(广技师白云校区),2
江高(广技师白云校区)总站,2
江高小塘总站,2
江高总站(夏荷路),2
汽车博览中心,2
汽车城,2
沐陂东路,2
沐陂南路口,2
沐陂工业园,2
沐陂路,2
沙亭北路,2
沙亭南路,2
沙亭苏庄,2
沙凤一路西总站,2
沙北村,2
沙园村,2
沙园路口,2
沙埔市场,2
沙堤路口,2
沙塘村,2
沙太货运站总站,2
沙尾二村站,2
沙挞路口,2
沙村,2
沙步大道,2
沙河横马路,2
沙涌(里水),2
沙涌南总站,2
沙湾三街,2
沙湾东村,2
沙湾总站,2
沙湾派出所,2
沙溪综合市场,2
沙滘村口,2
沙田村,2
沙陇村,2
沙面新城总站,2
沥滘大埗头总站,2
沧头桥,2
沧联二路,2
沧联小学,2
沧联市场站,2
沧联社区,2
河东中学,2
河东社区,2
河塱沙中庄,2
河村口,2
河沙中路,2
河田社,2
河联村,2
河西大道东,2
沿河路总站,2
法政路,2
法院检察院,2
洞庭路,2
洪石坊,2
派潭医院,2
派潭村,2
流溪河国家森林公园,2
浪口,2
海傍桥,2
海傍路,2
海八路龙表路口,2
海港大道站,2
海滨大厦,2
海珠儿童公园,2
海珠桥脚,2
海联路,2
海龙湾总站,2
涛乐街,2
润云路中,2
润云路南,2
润水埔,2
淘迪公司,2
深涌村,2
深航花园,2
清布卫生站,2
清布安置区,2
清晖园,2
清湖村总站(苏元庄),2
清湖牌坊,2
渔中路口,2
渔兴路,2
渔兴路口,2
渔北路中,2
温泉明月山溪总站,2
湴塘,2
湴湄村站,2
源湖村,2
源祥路,2
溪头村,2
滘口汽车站总站,2
滘心大道,2
滨江左岸,2
滨江绿园,2
滨江西路,2
滨海珺城站,2
滨海花园,2
漳澎村,2
漳澎村委,2
潭山村,2
瀛洲生态公园总站,2
灌村墟,2
灌村文化广场,2
灌村路口,2
灵山墟,2
灵山岛便民分中心,2
炭步中学,2
炭步交管所,2
炭步大桥北,2
炭步大桥南,2
燕塘村,2
燕岗桥,2
爱莲村,2
牛仔城,2
牛牯潭牌坊,2
牛角村,2
牛角桥北,2
物流基地三期,2
物流基地二期站,2
犀牛角村总站,2
猛涌村,2
猿啼岭,2
玉兰路(喜乐路口),2
玉树大街口,2
玉树新村总站,2
玉树新村路口,2
玖龙宿舍1站,2
玖龙宿舍2站,2
环城小学,2
环城路北段入口,2
环岛南路路口,2
环镇北路,2
环镇西路,2
玻璃厂,2
珊瑚,2
珊瑚里村站,2
珠光路,2
珠宝产业园,2
珠村总站,2
珠江一路站,2
珠江万科城,2
珠江东岸站,2
珠江嘉苑总站,2
珠江花城总站,2
琶洲塔公园,2
琶洲大桥底,2
琶洲石基村总站,2
瑞云路,2
瑞发路中,2
瑞发路南,2
瑞岭华南小学,2
瑞边村,2
瑶华街口,2
瑶台西街,2
甘棠村,2
甘泉小学,2
生水塘,2
田心,2
田心村(农家乐),2
田心花园,2
田心路口,2
田桥村,2
田美村,2
田美路西,2
申通物流,2
电机厂,2
番禺创新科技园(一期路口),2
番禺区中心医院总站,2
番禺区第二人民医院,2
番禺区职业技术学校(北校区),2
番禺市桥汽车站总站,2
登塘村口,2
白云大道北地铁站,2
白云山中药厂,2
白云机场1号航站楼(25号门),2
白云机场T1航站楼A区,2
白云湖公园北门,2
白云社会福利服务中心,2
白兰花园,2
白山村广场,2
白岗市场,2
白水寨路口,2
白沙,2
白沙总站(中海金沙湾),2
白田岗墟,2
白石市场,2
白石村委,2
白石站,2
白蟮塘北,2
白马服装市场(站前路),2
百寿南路,2
百湖村,2
百花山庄,2
百顺北路(岭南新世界)总站,2
皇冠音响厂,2
皇母,2
益丰街口,2
盐步三中,2
盐步公园,2
盛泰花园,2
直巷,2
眉山村口,2
知新路(凤凰湖三路口),2
知明路南,2
知明路口,2
石井(广东兵工厂旧址)站,2
石井大道(工业园),2
石井大道(滘心村),2
石井大道(龙湖),2
石井大道中,2
石井大道北,2
石井潭村总站,2
石井鸦岗总站,2
石兴大道南,2
石南白沙社,2
石南路,2
石南路口,2
石坑,2
石坑田寮社,2
石基村口,2
石岗村,2
石岗路,2
石岗路口,2
石庙村,2
石桥社,2
石楼镇群众服务中心,2
石榴岗总站,2
石槎路总站,2
石洛市场,2
石海小学,2
石湖部队,2
石溪村,2
石迳村,2
石龙,2
石龙档铺街,2
碧桂园豪庭站,2
祈福工业区,2
神岗村委,2
祥凤,2
福冠路口,2
福和一桥,2
福新村,2
福景路(龙岐路口),2
福洞村路口,2
福田村,2
禾丰四街,2
禾丰路中,2
禾仰,2
禾岭路中,2
禾岭路南站,2
科丰路,2
科创大道南,2
科城山庄总站,2
科泓路,2
科珠路(科研路口),2
科甲水牌坊,2
科睿路,2
科翔路(尖塔山路口),2
科翔路(香山路口),2
科达路,2
秧溪,2
穗港产学研基地站,2
穗港智造管理中心站,2
立新西路东,2
站前横路,2
竹一村,2
竹坑,2
竹山工业区,2
竹山村,2
竹山村(番禺大道),2
笔岗村,2
米围,2
米岗牌坊,2
紫薇路,2
红旗中心(博罗庄),2
红旗中心路口,2
红旗童庄中心街路口,2
红旗路,2
红旗路北,2
红旗路南,2
红莲路,2
纸厂总站,2
纽恩泰,2
细沥村,2
经委大厦,2
经济贸易职业学校,2
综合楼,2
缠岗牌坊,2
缸瓦沙,2
罗冲围总站,2
罗屋村站,2
罗屋社,2
罗庄村,2
罗村中心广场,2
罗村医院,2
美国工业园,2
美尼美,2
群岗村委,2
翟洞村路口,2
翡翠绿洲南门,2
翡翠蓝湾社区站,2
联兴村委,2
联安村(村委),2
聚德西路,2
聚豪新村站,2
育山四路中,2
背荫,2
胡屋,2
胡忠产科医院,2
腾龙大道,2
良洞,2
良田一小,2
良田大道,2
良田村委总站,2
良种猪场,2
良角站,2
良豪,2
节能科技园总站,2
芙蓉花园,2
芦苞旧车站,2
芦苞行政服务中心,2
花侨市场,2
花地大道南总站(鹅公村),2
花山中学,2
花山医院(106国道),2
花果山公园北门,2
花田路口,2
花苑广场,2
花都宝井,2
花都富力金港城总站,2
芳村码头总站(信义路),2
芳村花园南门总站,2
芳村车管所,2
苏元庄东街口,2
茅山,2
茅山村委会,2
茅岗工业区,2
茅草庄,2
茶东小学,2
茶东总站,2
茶东村(茶东路),2
茶山下,2
茶滘路总站,2
草场居委会,2
草场村,2
草庄南路,2
草庄村,2
草庄村总站,2
草暖公园,2
草河小学,2
草河村委,2
荔勤南路(崇文四路口),2
荔城中学,2
荔城街党群中心,2
荔枝小镇,2
荔香路,2
荷村,2
莱茵汇总站,2
莲塘村,2
莲花市场,2
莺涌,2
菱王电梯,2
萝岗总站,2
萝岭路(永顺大道口),2
萧岗齐富二横路,2
蓝山村,2
蓝山村委,2
蓝珠一社,2
蔴地岗,2
蕉利北,2
蕉利南,2
蕉门村站,2
藤业一路中,2
虎塘村,2
蚌湖,2
蚌湖公园,2
融创文旅城,2
融通路中(滨江1号),2
螺旋四路东,2
螺旋四路西,2
螺旋大道西,2
蟹坑村,2
裕丰钢铁厂站(南门),2
裕海路,2
西丽桥北,2
西二村,2
西华寺,2
西华村总站,2
西华路尾总站,2
西南村,2
西向,2
西坑(益民服装城),2
西堤小区,2
西塱社区总站,2
西境村,2
西头村,2
西头高速路口,2
西山村,2
西山村,2
西成村委,2
西涌,2
西环路中,2
西瑶,2
西瓜岭村,2
西线公路口站,2
西边站,2
解放庄,2
谢屋村,2
谢边,2
谷诒路,2
象贤中学北门,2
豪景苑,2
购书中心,2
购书中心,2
贵冲,2
赤山工业区路口,2
赤山村委会,2
赤岗红木家具厂,2
越秀北路,2
越秀桥(越秀北路),2
越秀造纸厂,2
路边村,2
车公庄,2
车陂北路,2
软件信息园路口,2
轻工中专站,2
轻工职业学校,2
轻工路口,2
达溪,2
迎福里,2
迎龙路(华快桥底),2
迎龙路北,2
进港大道西,2
连珠,2
迳口村,2
迳吓村,2
逸景西路总站,2
逸景路口,2
邓山村,2
邓村,2
邵边,2
郭石路口,2
都那村总站,2
里官路西,2
金业别墅花园,2
金埔路口,2
金山大道谭山村口,2
金山小学,2
金山村委,2
金山谷花园总站,2
金峰园路,2
金市路,2
金时花园,2
金沙洲码头,2
金湖住宅区,2
金湖工业区,2
金湾生活区,2
金盆中路,2
金盆村委,2
金盆永福路口,2
金盆钱岗庄,2
金盆骑马街口,2
金盘岭教练场,2
金碧御水山庄总站,2
金科博翠明珠站,2
金竹一路西,2
鑫诺家具,2
钟一,2
钟一工业区,2
钟村屠场,2
钟村敬老院,2
钟楼公园,2
钟楼古村,2
钟落潭茅岗村,2
钟边立交,2
铁塔路,2
铜雀台站,2
银坑,2
银林卫生站,2
银林村口,2
银林村委,2
锦兴染厂站,2
锦城花园(东风东)总站,2
锦涡3桥,2
锦绣银湾,2
镇泰小学,2
镇龙西地铁站(A出口),2
镇龙西地铁站(D出口),2
长丰苑,2
长堤中路,2
长大公司,2
长安社,2
长岗,2
长岭国家健身登山步道入口(坳背路口),2
长平路口,2
长沙埔村委站,2
长洲码头总站,2
长湴北街,2
长福路东,2
长虹岭工业园,2
阅江路总站(珠江啤酒厂),2
阳光南路,2
阳光城(丽景湾)站,2
阳光城丽景湾站,2
阳光路口(金狮大道),2
阿里巴巴菜鸟园,2
陂下(光辉村),2
陆宅一队,2
陈屋,2
陈庄,2
陈洞村,2
障岗村,2
隧南路,2
隧南路西,2
雁洲村,2
雄丰街口,2
雅居乐三千院,2
雅居乐花园,2
雅瑶公交总站,2
雅瑶幼儿园,2
雅瑶环卫站,2
青年农场,2
青年路东,2
青年路中,2
顺峰山公园,2
顺河路口,2
领地海纳天河,2
颐和盛世总站,2
颜峰,2
风正街,2
风神厂东门,2
风茂街,2
飞鹅小学,2
飞鹅岭地铁口,2
食品集团,2
香山湖,2
香山湖总站,2
香山湖路口,2
香山路,2
香山路中,2
香景花园,2
香蜜路中,2
马克村总站,2
马克路站,2
马坑社,2
马山,2
马山宿舍,2
马岭路口,2
马村,2
马洞马新路(茅岗新岗路口),2
马滘河站,2
骏业路西,2
骏功路(连云路口),2
骏威客车厂,2
骏景豪庭,2
高坣,2
高坣总站,2
高增大桥北,2
高尔夫球场,2
高架桥东,2
高桥大街,2
高桥大街口,2
高田村口,2
鱼珠码头总站,2
鱼窝头市场站,2
鳌头公交总站,2
鸡洲市场,2
鸡洲庙,2
鸿利光电,2
鹅兜村,2
鹤亭西路口,2
鹤前东路,2
鹿鸣山总站,2
麒龙西路站,2
麦村,2
麻奢,2
麻奢医院,2
麻涌镇政府,2
麻车村,2
黄丽街,2
黄冈中学,2
黄围,2
黄围,2
黄埔东路(石化南路),2
黄埔古村南广场总站(落客点),2
黄埔古村总站,2
黄埔图书馆(大沙馆),2
黄埔大道东,2
黄埔村南村口,2
黄埔港总站,2
黄山鲁东门站,2
黄村,2
黄村路(大观南路口),2
黄村路(王园路口),2
黄水口,2
黄沙头村,2
黄泥田社,2
黄石东(白云尚城)总站,2
黄石北路口,2
黄阁公交总站,2
黄麻村口,2
黄麻村经济合作社,2
黄麻路,2
黄龙带,2
齐富路,2
龙兴中路口,2
龙口西路北,2
龙坳桥,2
龙塘中街,2
龙塘中街口,2
龙塘进龙街,2
龙威材料城,2
龙岐路口(西环路),2
龙岗大桥南,2
龙岗小学,2
龙岗小学,2
龙岗村,2
龙岗村牌坊,2
龙归地铁站总站(B出口),2
龙水井,2
龙泉路,2
龙洞东路(天源路口),2
龙洞东路中,2
龙洞北路东,2
龙洞总站,2
龙洲路三洲路口,2
龙湖村口,2
龙湖村委,2
龙湖煤气站,2
龙湖路口,2
龙溪地铁C出口,2
龙溪大道总站,2
龙溪村委总站,2
龙珠新村站,2
龙眼洞森林公园东,2
龙表路,2
龙角村路口,2
15队中桥站,1
1978文化创意园,1
1978电影小镇创意园,1
一号航站楼(26-29号门),1
一德西总站,1
一涌站,1
丁坑村委,1
七十七站,1
七星七队,1
七星体育公园,1
七星六队,1
七星北路路口,1
七星小学,1
七星岗,1
七星岗,1
七星岗工业路,1
七星岗工业路南,1
七星岗总站,1
七星市场,1
七涌站,1
七队站,1
万信达公寓,1
万寿路东,1
万寿路中,1
万寿路总站,1
万水塘路口,1
万江医院,1
万江桥,1
万洲村,1
万洲村委站,1
万洲水闸总站,1
万洲水闸站,1
万石,1
万科四季花城(南门),1
万科城,1
万科小学,1
万科广场南公交站,1
万科第五城,1
万能村,1
万豪商业街,1
万达广场,1
万达广场(双山大道)站,1
万达广场站(双山大道),1
万锦豪园西站,1
万顷沙公交站,1
三东新村西区,1
三乐路,1
三乐路伟业路口,1
三乐路北滘站,1
三乐路烈士路口,1
三乡路西站,1
三亚塘景区,1
三元里人民抗英斗争纪念馆,1
三元里地铁站A口,1
三元里抗英斗争纪念公园,1
三其大街,1
三坑水库,1
三坪路口,1
三坭涌站,1
三墩,1
三姓围村,1
三安村路口,1
三将军村委路口,1
三山大道东,1
三山立交,1
三德路口,1
三星,1
三星村,1
三星村委,1
三村村委路口站,1
三村海丰南,1
三村路口,1
三桥丹山水闸,1
三棵松工区站,1
三水大塘中心广场,1
三水大塘中心广场总站,1
三水总站,1
三江关村,1
三江居委,1
三江敬老院,1
三江田心村,1
三江石三路口,1
三江车站,1
三洪奇牌坊,1
三洲居委会(碧桂路),1
三涌(万环西)站,1
三涌村路口,1
三涌龙穴岛站,1
三环岛,1
三百洞村委,1
三百洞村委总站,1
三盛,1
三联村委会,1
三联路口,1
三角路口,1
上中坑村,1
上九坡村,1
上九陂村,1
上元,1
上卢塘,1
上合,1
上围,1
上坭小学站,1
上基村路口,1
上塘小学,1
上塘村,1
上塘村委,1
上屋,1
上扶罗,1
上新,1
上村,1
上柏,1
上步总站,1
上水广州老人院,1
上沙竹园,1
上游路总站,1
上白泥,1
上罗村委,1
上西村路口站,1
上邵工业区,1
上高潭,1
下亮,1
下佰坑村,1
下元村南,1
下北村站,1
下南路,1
下围村,1
下基村,1
下塘路口,1
下大步,1
下新村,1
下新村公园,1
下新村永和街,1
下新村街,1
下柏立交,1
下柏立桥,1
下横栏桥站,1
下横沥大桥站,1
下洞,1
下洞,1
下溪村路口,1
下漕,1
下罗市场,1
下蒌元村,1
下西村委,1
下车路站,1
世农茂生鲜市场,1
世外桃源,1
世环环保公司,1
丘屋,1
东乐路东,1
东乐路西,1
东井村公交站,1
东众路,1
东儒村,1
东兴路,1
东凤南路,1
东凤村委,1
东升,1
东华南路总站(江湾桥脚),1
东向桥,1
东圃客运站,1
东圃珠村总站,1
东坑村委,1
东坑村路口,1
东城万达广场,1
东城体育公园,1
东城体育公园停场,1
东城花园,1
东太村,1
东导小学站,1
东导村委站,1
东导桥站,1
东山体育场站,1
东山口(中山大学附属第一医院),1
东山总站(龟岗),1
东平大道,1
东平大道东,1
东平小学,1
东平广场,1
东平横岗东街口,1
东成庄,1
东方二路站,1
东方广场北门总站,1
东方红村站,1
东昌社,1
东明居委,1
东星,1
东星村委,1
东星社,1
东晓南路口,1
东晖路(夏园农民公寓),1
东村,1
东江大道中站,1
东江大道南,1
东江市场,1
东江村,1
东江村,1
东江首府,1
东江首府东,1
东汾村,1
东沙工业园总站,1
东沙桥底,1
东泰工业区,1
东泰花园西,1
东洞村,1
东洲工业园,1
东海北路中,1
东海北路口,1
东涌万兴路,1
东涌名苑站,1
东涌地铁站,1
东涌地铁站总站,1
东湖路北,1
东漖教师新村总站,1
东濠中路,1
东环街道办,1
东璟街,1
东盛路中,1
东盛路北,1
东线大道口,1
东线路北,1
东线路南,1
东联村委,1
东莞国贸中心首末站,1
东莞庄(广花路),1
东莞庄路,1
东莞庄路中,1
东莞庄路南,1
东西庄村,1
东西部扶贫市场,1
东西门总站,1
东软学院,1
东郊村,1
东镜村总站,1
东隆村站,1
东风,1
东风公交站,1
东风北路,1
东风南路,1
东风村,1
东风村十四社,1
东风村委,1
东风路,1
东风路中,1
东风路口,1
两上村口,1
两上村委,1
两下村委,1
两潭路,1
两龙,1
两龙市场(106国道),1
两龙汽车总站,1
丫塘路,1
中二队站,1
中交汇通中心站,1
中交汇通中心西站,1
中元村,1
中兴市场,1
中区,1
中医医院街口院区,1
中医院,1
中医院(福宁路),1
中华姓名博物馆,1
中南花园,1
中南花园总站,1
中南路北,1
中和,1
中和路,1
中国电信,1
中国软件CBD站,1
中国陶瓷城,1
中埠村委站,1
中埠村站,1
中堂城轨站,1
中大南方学院总站,1
中大新华学院(东莞校区)总站,1
中大皮革城东,1
中小企业园,1
中山八路2,1
中山大学孙逸仙医院(花都院区),1
中心大道,1
中成路口,1
中新映像站,1
中村军营,1
中泰天境花园,1
中洞村,1
中海万锦豪园东,1
中海金沙湾,1
中海金沙里,1
中片区,1
中科院化学所,1
中粮新沙,1
中船东路路口站,1
中西卫生站,1
丰年路,1
丰泰城市公馆,1
丰泰小区,1
丰泽纺织,1
丰田合诚配件厂,1
丰穗农业生态园,1
丰达电机厂,1
临时上下点,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站,1
临时站(119省道),1
临时站(东镜国际装饰材料城),1
临时站(从化区旗杆中学),1
临时站(大街公园),1
临时站(志华农庄),1
临时站(永发大道),1
临时站(流溪河林场安吉小区),1
临时站(清华科技园),1
临时站(白坭桥),1
临时站(科珠路),1
临时站(茭塘新村),1
临时站(葵蓬茶文化产业园),1
临时站(观音古庙),1
丹山新村,1
丹山村(西环路),1
丹桂社区居委会,1
丹灶公交总站,1
丹灶劳边村,1
丹灶医院站,1
丹灶徐边村,1
丹灶沙滘村站,1
丹灶税务分局,1
丹灶翰林湖(徐边村),1
丹灶金沙城区站,1
丹灶金沙邮电局,1
丹灶镇政府,1
丹邱村,1
丹邱村,1
为民中路,1
主山市场,1
丽峰路,1
丽日商业广场,1
丽水湾,1
久裕牛仔街,1
义坑村,1
义山村委总站,1
义山村总站,1
义沙桥站,1
义沙站,1
乌土村委总站,1
乌头石村,1
乌头石村(招呼站),1
乌榕村,1
乌溪村总站,1
乌溪路,1
乌石岗村,1
乌石总站,1
乌石村,1
乌石村,1
乌石村北,1
乌石田村,1
乌石美村,1
乌石美站,1
乐从交通中心(佛山大道南),1
乐从路口,1
乐嘉路中,1
乐嘉路西,1
乐天创意园总站,1
乐安桥,1
乐意居花园总站,1
乐敦路口,1
乐明,1
乐有汇超市,1
乐陶街口,1
九五二小九楼分校,1
九佛二中北门,1
九塘社,1
九头,1
九峰山农庄,1
九曲村路口,1
九曲涌桥,1
九比村总站,1
九江上东四约村,1
九江中学,1
九江交警中队,1
九江大道公交枢纽站,1
九湖村幼儿园,1
九潭,1
九王庙村站,1
九腌地路口,1
九谭,1
九龙二小大坦分校,1
九龙大道南,1
九龙岗,1
九龙江,1
九龙涌公交场,1
九龙湖公园南门,1
九龙镇政府,1
九龙镇新市场,1
二号航站楼(45-48号门),1
二涌站,1
二湾社区站,1
二龙卫生院,1
二龙山生态园景区,1
云城东路,1
云城东路中,1
云城东路口,1
云城中一路,1
云城中三路,1
云山隧道,1
云康南路,1
云星钱隆天誉,1
云生二路路口站,1
云祥居委,1
云祥路,1
云霄街总站,1
五一大道北,1
五一大道路口,1
五丰新村,1
五丰新村,1
五坊,1
五星村,1
五星村,1
五沙一村,1
五沙三村,1
五沙大桥收费站(顺凯北路),1
五沙大桥收费站(顺番路),1
五沙小学,1
五洲材料装饰城,1
五洲装饰材料城,1
五涌,1
五涌站(龙穴大道),1
五环岛,1
五羊邨总站,1
五联村,1
五联村,1
五花村,1
五龙岗,1
井头李,1
井岗大道北街,1
井岗大道北街口,1
井岗大道南街口,1
井岗村,1
井岗村委,1
井岗村委,1
井岗菜场,1
亚口冚,1
亚太木业城,1
亚如冚,1
亚洲国际材料城,1
亚运城,1
亚运城山海湾,1
亚运城广场,1
亚运城总站,1
亚运大道东站,1
交投集团,1
交警吕田中队,1
交警大队,1
交通大厦东,1
京师励耕学校,1
京师励耘学校,1
京溪南方医院,1
京珠高速桥底,1
亭石南路中,1
亭石南路南,1
亭石南路口,1
亭角村(进港大道)站,1
亮星村,1
人保信息中心,1
人力资源和社会保障局,1
人和北后东街口,1
人和华成路公园站(总站),1
人和华盛南路,1
人和华盛南路口,1
人和地铁站,1
人和墟(万家福广场)总站,1
人和墟总站(万家福广场),1
人和大街,1
人和总站(东华村),1
人和村,1
人和聚贤街东,1
人和聚贤街西,1
人民医院,1
人民广场(图书馆)站,1
人民村站,1
人民路口站,1
仁厚直街,1
从化博物馆,1
从化婚姻登记处,1
从化客运站地铁站,1
仑头,1
仑头公园,1
仑头村委会,1
仙人岭,1
仙塘路口站,1
仙娘溪,1
仙师宫,1
仙村一路南,1
仙村铁路桥底,1
仙溪,1
仙溪路口,1
企岗村,1
会元学校,1
会展东路,1
会江地铁站,1
会江学校,1
会江村,1
会江村委,1
伴河路,1
伴河路(瑞祥路口),1
低碳园总部,1
体育路,1
体育路东,1
体育路口,1
何屋村,1
何排村,1
何贤医院(环城东路),1
佛公路(九龙大道口),1
佛塱山贝,1
佛塱村委,1
佛子庄,1
佛山乐城站,1
佛山大学站,1
佛山家博城,1
佛山市第五人民医院,1
佛山模具城,1
佛山西站,1
佛平桂澜路口站,1
佛平路口,1
佛田路口,1
佛陈路农贸市场,1
佛陈路大都村口站,1
佳仕达工业园总站,1
佳兆业凤鸣山,1
依岸康堤花园,1
侨港路口,1
保利城,1
保利天悦,1
保利时代,1
保利紫云,1
保盈大道东,1
保盈大道西,1
信合大厦,1
信达珺悦蓝庭,1
倚绿山庄,1
倚莲半岛,1
假日半岛幼儿园,1
儿童公园,1
儿童公园南门,1
允塘,1
元下田三路口,1
元下田南路口,1
元岗市场,1
元岗村,1
元岗横路中,1
元新街,1
元杰纪念公园,1
元洲,1
元美村,1
先烈南路总站,1
光塔路,1
光塔路总站,1
光明冯坎头,1
光明大窿路口,1
光明村,1
光明路,1
光耀村,1
光辉村,1
全球通,1
全盛花园,1
八坊天桥,1
八斗村总站,1
八涌站,1
公园路,1
公安基地,1
六二社,1
兰桂街,1
兰溪村,1
共和路,1
共星市场,1
共星村委,1
共星村文化中心,1
共青路口,1
关村,1
兴业新村,1
兴业路口,1
兴丰村总站,1
兴和市场,1
兴唐路口,1
兴园南路中,1
兴园南路北,1
兴园南路南,1
兴太一路东,1
兴太三路口,1
兴渔路,1
兴裕大道临时公交总站,1
兴贤牌坊,1
兴隆东路口,1
兴隆中路,1
兵种训练营,1
其岭,1
内环东路,1
军桥,1
军桥东,1
军民路,1
农产品生产基地,1
农机汽车城,1
农机站,1
农讲所总站,1
冯村,1
冯村村委,1
冯村村委,1
冯马一村八队站,1
冯马一村站,1
冯马二村委,1
冯马二村站,1
冯马学校站,1
凌环南路,1
凌环西路(凌边村),1
凌边村,1
凤凰三路,1
凤凰下街,1
凤凰中学,1
凤凰五路,1
凤凰五路(粤芯路口),1
凤凰五路中,1
凤凰古围,1
凤凰城东门商业街,1
凤凰城四环岛,1
凤凰城大道,1
凤凰城总站,1
凤凰城路口,1
凤凰实验小学,1
凤凰小学,1
凤凰山,1
凤凰村,1
凤凰村委总站,1
凤凰路北,1
凤华路,1
凤和村,1
凤尾,1
凤尾村委总站,1
凤岐村委,1
凤晴苑总站,1
凤池市场,1
凤池新村,1
凤湖一路西,1
凤湖中路(凤湖三路口),1
凤盈苑南门,1
凤翔中路站,1
凤翔里,1
凤荔苑,1
凤西二路,1
凤鸣路,1
凯德新玥(三期)站,1
凯德新玥三期站,1
凯旋国际,1
凯景酒店路口,1
凰埔村,1
分水岰,1
分水总站,1
分水村委,1
刘家村,1
创业南路,1
创业路东,1
创业路西,1
创业路西,1
创享湾,1
创兴工业园,1
创意园,1
创新大道(凤湖五路口),1
创新大道中,1
创新大道南,1
创盈路东,1
创盈路中总站,1
创盈路西,1
创立路,1
创誉路西,1
初溪村,1
初溪村委,1
利农村委,1
利坑,1
利大鞋业站,1
利达路,1
前光总站,1
前峰路,1
前进北街,1
前进大街口,1
前锋村,1
剑岭,1
剑岭村,1
剑桥郡医院,1
力康路,1
加石路口,1
务庄市场,1
动物园总站,1
劳教所,1
劳边,1
勤发市场,1
化龙中学,1
化龙产业园,1
化龙教练场,1
化龙驾驶人考场,1
北兴中学,1
北兴中心小学,1
北城公交总站,1
北城公交站,1
北山总站,1
北山村总站(新滘东路),1
北山路口,1
北师大实验学校西门,1
北星路口,1
北流村口,1
北流村站,1
北滘交警中队,1
北滘公园,1
北滘商业广场,1
北滘文化广场,1
北滘行政服务中心,1
北环路,1
北环路(圃结街路口),1
北环路东,1
北环路中,1
北环路北,1
北社路,1
北社路中,1
北站总站,1
北站社区,1
北站路,1
北较场横路,1
北较场路,1
北龙路站,1
区公汽东门,1
区行政服务中心,1
医药职业学校,1
医院西站,1
十三社,1
十三队站,1
十二岭路,1
十二队站,1
十八亩,1
十八罗汉景区正门站,1
十六涌站,1
十四涌水产市场,1
十四队站,1
十字滘村,1
十字路口站,1
十涌半临时站,1
十里江湾,1
十里江湾北,1
千泷沟站,1
千灯湖公交总站,1
千鹤街中,1
千鹤街总站,1
千鹤街路口,1
半坑,1
半岛花园总站,1
半径站,1
华严寺总站,1
华乐大厦,1
华侨中学,1
华侨城主题公园,1
华农基地,1
华创产业园一期总站,1
华创动漫产业园路口,1
华南家电研究院,1
华南师范大学(南海校区),1
华南师范大学附属南沙中学,1
华南新城(沿江路),1
华发峰尚花园,1
华坑生态村,1
华堂街,1
华夏北,1
华夏学院总站,1
华夏陶瓷城西门,1
华山路,1
华峰路口总站,1
华工国际校区南门,1
华工广州国际校区北门,1
华工正门,1
华师大厦酒店,1
华师附中总站,1
华师附小(东悦湾校区)站,1
华扬路,1
华文航空学校,1
华景新城,1
华泉社区,1
华海工业区,1
华海街口,1
华润涂料捷信厂,1
华润热电厂,1
华腾路,1
华腾路口,1
华软南门,1
华辉路东,1
华阳南路,1
华风技工学校,1
华风技校,1
南一市场站,1
南云一路中,1
南云二路中,1
南云二路北,1
南云二路南,1
南亭村总站,1
南园花园大街,1
南国奥林匹克花园总站,1
南国幼儿园,1
南城路北,1
南埔街,1
南塘经济社,1
南大干线(汽车小镇),1
南大干线(金轩一路),1
南山,1
南山公园,1
南山西路南,1
南岗(总站),1
