合并站名,站组ID,原始分站名,站点ID,经度,纬度
时代广汽动力电池临时总站,时代广汽动力电池临时总,时代广汽动力电池临时总站,BV09088591,113.474314,23.015619
时代廊桥,时代廊桥,时代廊桥,BV11141639,113.613673,23.195925
时代方洲总站,时代方洲总,时代方洲总站,BV11494950,113.3347,22.923101
时代玫瑰园,时代玫瑰园,时代玫瑰园,BV11367966,113.277991,23.227763
时代玫瑰园二期,时代玫瑰园二期,时代玫瑰园二期,BV11568223,113.280548,23.224831
时代玫瑰园总站,时代玫瑰园总,时代玫瑰园总站,BV10016166,113.278423,23.227551
时代花园,时代花园,时代花园,BV10480216,113.250235,23.178763
旺发大街,旺发大街,旺发大街,BV11662479,113.256673,23.260825
旺城市场,旺城市场,旺城市场,BV10017874,113.566271,23.559072
旺寮,旺寮,旺寮,BV10394560,112.924575,23.36631
旺岗村,旺岗村,旺岗村,BV10523475,113.36837,23.219536
旺旺食品有限公司,旺旺食品有限公司,旺旺食品有限公司,BV10014102,113.570134,23.188182
旺村东,旺村东,旺村东,BV11522010,113.558291,23.316941
旺村北,旺村北,旺村北,BV11522009,113.558454,23.319374
旺村文体广场,旺村文体广场,旺村文体广场,BV11522008,113.557648,23.315751
旺水口,旺水口,旺水口,BV09118787,113.959675,23.82526
旺角海鲜舫,旺角海鲜舫,旺角海鲜舫,BV10253908,113.262719,22.872007
昊龙花园(福景路),昊龙花园(福景路),昊龙花园(福景路),BV10023319,113.352609,22.921358
昌利工业城站,昌利工业城,昌利工业城站,BV10015916,113.466045,22.883402
昌岗西路,昌岗西路,昌岗西路,BV10018608,113.26146,23.087732
昌岗路口,昌岗路口,昌岗路口,BV11622829,113.266542,23.086904
昌岗路总站,昌岗路总,昌岗路总站,BV10014646,113.265245,23.088432
明华综合市场,明华综合市场,明华综合市场,BV09325373,113.192997,23.425768
明德路,明德路,明德路,BV10254765,113.195373,23.039196
明星新村,明星新村,明星新村,BV11119401,113.801568,23.265903
明月一路,明月一路,明月一路,BV10388885,113.306042,23.117149
明泉街总站,明泉街总,明泉街总站,BV10709525,113.241864,23.169761
明珠农业公园站,明珠农业公园,明珠农业公园站,BV11694277,113.523632,22.732798
明珠大道北(健朗医用),明珠大道北(健朗医用),明珠大道北(健朗医用),BV09177159,113.518235,23.622182
明珠大道北(健朗医用),明珠大道北(健朗医用),明珠大道北,BV11543499,113.517779,23.619693
明珠大道南,明珠大道南,明珠大道南,BV10017882,113.534408,23.58363
明珠市场,明珠市场,明珠市场,BV11380997,113.528196,23.597965
明珠开发大厦站,明珠开发大厦,明珠开发大厦站,BV11408138,113.509143,22.773326
明珠新村,明珠新村,明珠新村,BV11688541,113.390621,23.115201
明珠湾体育馆,明珠湾体育馆,明珠湾体育馆,BV09302200,113.501925,22.773277
明珠湾小学站,明珠湾小学,明珠湾小学站,BV11621753,113.501293,22.777322
明珠湾展览馆东,明珠湾展览馆东,明珠湾展览馆东,BV09119636,113.510499,22.774334
明珠湾开发大厦站,明珠湾开发大厦,明珠湾开发大厦站,BV11604221,113.509103,22.773197
明珠科学园(万新大道),明珠科学园(万新大道),明珠科学园(万新大道),BV09187508,113.535526,22.727311
明珠管委会,明珠管委会,明珠管委会,BV10017884,113.532538,23.594935
明珠管委会总站,明珠管委会总,明珠管委会总站,BV11491312,113.531612,23.595139
明珠路(宝石路口),明珠路(宝石路口),明珠路(宝石路口),BV10387108,113.513286,23.054072
明珠路南,明珠路南,明珠路南,BV10978922,113.51213,23.058885
明珠路口,明珠路口,明珠路口,BV10840937,113.53137,23.568214
明科四路北,明科四路北,明科四路北,BV09398102,113.667109,23.283634
明科四路南,明科四路南,明科四路南,BV09328144,113.66713,23.281204
明经村,明经村,明经村,BV10023060,113.462625,23.013217
明贤实验高级中学站,明贤实验高级中学,明贤实验高级中学站,BV09410320,113.53215,22.717281
明达路口,明达路口,明达路口,BV10252018,113.008918,22.84129
易发步行街(繁华路),易发步行街(繁华路),易发步行街(繁华路),BV10672647,113.358644,22.944466
星之光电器城,星之光电器城,星之光电器城,BV10013937,113.280478,23.119151
星光汇摩登百货,星光汇摩登百货,星光汇摩登百货,BV11688124,113.198338,23.389509
星域动漫科技城,星域动漫科技城,星域动漫科技城,BV10020030,113.375423,22.971778
星尚名玥花园总站,星尚名玥花园总,星尚名玥花园总站,BV11391199,113.392521,22.950618
星岛环北路(螺旋二路路口),星岛环北路(螺旋二路路口),星岛环北路(螺旋二路路口),BV10456433,113.36209,23.065055
星岛环南路(星汉二路路口),星岛环南路(星汉二路路口),星岛环南路(星汉二路路口),BV10573518,113.364906,23.060006
星岛环南路北,星岛环南路北,星岛环南路北,BV10456441,113.377312,23.071721
星悦路(车陂南隧道口),星悦路(车陂南隧道口),星悦路(车陂南隧道口),BV09116692,113.379802,23.101368
星智少儿成长服务中心,星智少儿成长服务中心,星智少儿成长服务中心,BV11117226,113.375673,23.420749
星汇云城,星汇云城,星汇云城,BV11294318,113.331442,23.209574
星汇云城总站,星汇云城总,星汇云城总站,BV11454297,113.331506,23.209526
星汇园,星汇园,星汇园,BV10021344,113.312158,23.126778
星汇金沙二期,星汇金沙二期,星汇金沙二期,BV11358286,113.188717,23.158598
星汇金沙二期总站,星汇金沙二期总,星汇金沙二期总站,BV10654281,113.189469,23.159458
星汉大道北,星汉大道北,星汉大道北,BV10715859,113.36766,23.067859
星汉大道站,星汉大道,星汉大道站,BV10573517,113.367656,23.063491
星河COCOPark,星河COCOPark,星河COCOPark,BV09410321,113.523814,22.805737
星河东悦湾北门,星河东悦湾北门,星河东悦湾北门站,BV09117350,113.526545,22.815516
星河湾,星河湾,星河湾站,BV10023122,113.325306,23.027211
星河湾六期,星河湾六期,星河湾六期,BV10486965,113.339682,23.03014
星河湾北门,星河湾北门,星河湾北门,BV10018066,113.326124,23.031701
星河湾四期,星河湾四期,星河湾四期站,BV11131944,113.335714,23.030423
星河湾酒店,星河湾酒店,星河湾酒店,BV10840953,113.331503,23.028675
星河盛世站,星河盛世,星河盛世站,BV11486246,113.541176,22.807513
星海中学(光明北路),星海中学(光明北路),星海中学(光明北路),BV11459792,113.356547,22.954506
星海中学(捷进中路),星海中学(捷进中路),星海中学(捷进中路),BV10019941,113.359264,22.953712
星海公园,星海公园,星海公园,BV10014904,113.364235,22.942687
星海公园,星海公园,星海公园分站,BV11132547,113.364923,22.942433
星海大道万安6队站,星海大道万安6队,星海大道万安6队站,BV11414766,113.3436,22.872066
星海大道万安工业区站,星海大道万安工业区,星海大道万安工业区站,BV10754909,113.34668,22.881979
星海大道子沙路口站,星海大道子沙路口,星海大道子沙路口站,BV11414768,113.345577,22.847855
星海大道绿村路口站,星海大道绿村路口,星海大道绿村路口站,BV11414769,113.343501,22.856855
星海学院,星海学院,星海学院,BV10016019,113.376202,23.057014
星海小学,星海小学,星海小学站,BV09211336,113.333297,22.840155
星海广场,星海广场,星海广场,BV09410335,113.337845,22.839589
星海青少宫,星海青少宫,星海青少宫,BV10023244,113.359457,22.966325
星海青少年宫,星海青少年宫,星海青少年宫,BV11557586,113.359473,22.966463
星海音乐厅,星海音乐厅,星海音乐厅,BV11312279,113.298081,23.113447
星荟(B),星荟(B),星荟站,BV11222413,113.576507,23.160763
星荟(B),星荟(B),星荟(B),BV11430445,113.576003,23.160756
星誉花园,星誉花园,星誉花园,BV10407066,113.354761,22.965293
映日路东,映日路东,映日路东,BV09372029,113.450088,23.174382
映日路中,映日路中,映日路中,BV11467024,113.445268,23.172333
映月湖北,映月湖北,映月湖北,BV10897343,113.190785,23.044382
春分路总站,春分路总,春分路总站,BV10521773,113.568633,23.205847
春园路,春园路,春园路,BV10703779,113.512358,23.07348
春晖苑,春晖苑,春晖苑,BV11519167,113.328591,23.153849
春满街,春满街,春满街,BV11138449,113.189487,23.160222
昶联厂站,昶联厂,昶联厂站,BV10405451,113.400302,22.798707
显华家电站,显华家电,显华家电站,BV10405471,113.386005,22.795555
显子岗(南国桃园路口),显子岗(南国桃园路口),显子岗(南国桃园路口),BV10252412,113.085458,23.171488
显子岗站(南国桃园路口),显子岗站(南国桃园路口),显子岗站(南国桃园路口),BV11644428,113.084247,23.17358
显纲,显纲,显纲站,BV10789111,113.099285,23.132857
显西村,显西村,显西村,BV10252426,113.083024,23.175992
晒缯涌站,晒缯涌,晒缯涌站,BV10019821,113.43056,22.904238
晓港中马路,晓港中马路,晓港中马路,BV10018252,113.279015,23.093299
晓港新村,晓港新村,晓港新村站,BV09079557,113.278863,23.095471
晓港湾,晓港湾,晓港湾站,BV11688514,113.287822,23.075253
晓港湾(盈丰路),晓港湾(盈丰路),晓港湾(盈丰路),BV10013868,113.293209,23.07173
晓港湾总站,晓港湾总,晓港湾总站,BV10018550,113.290434,23.071678
晓港西马路,晓港西马路,晓港西马路,BV11487919,113.27708,23.094037
景云路,景云路,景云路,BV10019173,113.269992,23.167334
景新国际,景新国际,景新国际,BV11619431,113.623717,23.283428
景泰坑,景泰坑,景泰坑,BV11088401,113.273876,23.162515
景泰坑,景泰坑,景泰坑2,BV09304041,113.273393,23.162489
景泰坑临时总站,景泰坑临时总,景泰坑临时总站,BV09341847,113.271581,23.162566
景泰坑总站,景泰坑总,景泰坑总站,BV10405864,113.271581,23.162566
景泰直街,景泰直街,景泰直街,BV10017948,113.263945,23.16205
景泰直街总站,景泰直街总,景泰直街总站,BV10018324,113.264217,23.164002
景裕嘉园,景裕嘉园,景裕嘉园,BV10703780,113.205803,23.096874
晴海岸站,晴海岸,晴海岸站,BV10405416,113.583842,22.750835
晶正科技园,晶正科技园,晶正科技园,BV11660929,113.613827,23.181938
智择电子厂站,智择电子厂,智择电子厂站,BV09058798,113.561157,23.11999
智通人才市场,智通人才市场,智通人才市场,BV10262131,113.742311,23.034266
暨华医院(南安村),暨华医院(南安村),暨华医院(南安村),BV10860771,113.556104,23.12229
暨华医院(南安村),暨华医院(南安村),暨华医院,BV11584435,113.556098,23.122145
暨南大学南校区,暨南大学南校区,暨南大学南校区,BV10338285,113.412139,23.016992
暹岗村口,暹岗村口,暹岗村口站,BV11412819,113.453663,23.171161
暹岗村西,暹岗村西,暹岗村西,BV11412827,113.451055,23.178607
曙光中路,曙光中路,曙光中路,BV10701125,113.222107,23.401528
曙光北路,曙光北路,曙光北路,BV11222552,113.225522,23.435002
曙光路,曙光路,曙光路,BV10023755,113.222562,23.404974
曙光路北,曙光路北,曙光路北,BV11614564,113.223126,23.409712
曙光路隧道口,曙光路隧道口,曙光路隧道口,BV11244132,113.224776,23.430632
曲寮吓村,曲寮吓村,曲寮吓村,BV11409757,113.960373,23.426741
曹边,曹边,曹边,BV10432505,113.097712,23.085129
曾边大道口,曾边大道口,曾边大道口,BV10387938,113.416858,23.021582
月亮湾公园,月亮湾公园,月亮湾公园,BV11118938,113.887858,23.42329
月荣村路口,月荣村路口,月荣村路口,BV11335402,113.409993,23.687141
朗兴路,朗兴路,朗兴路,BV09263071,113.240112,23.237953
朗兴路北,朗兴路北,朗兴路北,BV09263072,113.240569,23.241237
朗头中街口,朗头中街口,朗头中街口,BV09069502,113.182216,23.319877
朗头村,朗头村,朗头村,BV11484178,113.183806,23.317696
朗陶居,朗陶居,朗陶居,BV10020162,113.359933,22.921386
望东,望东,望东,BV10262678,113.658465,23.058089
望亭路口,望亭路口,望亭路口,BV11573298,113.192766,23.373131
望岗,望岗,望岗,BV11688380,113.276898,23.24149
望岗大道,望岗大道,望岗大道站,BV09179858,113.276457,23.239457
望岗大马路(地铁口),望岗大马路(地铁口),望岗大马路(地铁口),BV11534200,113.284578,23.241001
望岗大马路(地铁口),望岗大马路(地铁口),望岗大马路,BV09308766,113.284578,23.241001
望岗小学,望岗小学,望岗小学站,BV11477127,113.26948,23.238918
望岗工业一路,望岗工业一路,望岗工业一路,BV11590162,113.273846,23.241791
望岗村,望岗村,望岗村,BV11435992,113.188037,23.372264
望岗西岭总站,望岗西岭总,望岗西岭总站,BV10508067,113.270634,23.243091
望沙路口,望沙路口,望沙路口,BV10887308,113.610502,23.017941
望洪枢纽,望洪枢纽,望洪枢纽,BV10263845,113.621564,23.012342
望牛墩文化广场,望牛墩文化广场,望牛墩文化广场,BV10262677,113.653209,23.055223
望牛墩路口,望牛墩路口,望牛墩路口,BV10263705,113.67984,23.079305
望顶村北,望顶村北,望顶村北,BV11636647,113.417403,23.450695
望顶村南,望顶村南,望顶村南,BV11256883,113.419181,23.442827
朝一,朝一,朝一,BV10251607,113.124586,23.034156
朝亮南路,朝亮南路,朝亮南路,BV10019028,113.34715,23.29133
朝天路,朝天路,朝天路,BV10018607,113.255072,23.126619
朝阳东路,朝阳东路,朝阳东路,BV10018513,113.320769,23.029142
朝阳开发区,朝阳开发区,朝阳开发区,BV11346873,113.207457,23.233081
朝阳路口,朝阳路口,朝阳路口,BV09300409,113.215746,23.22189
朝顺路,朝顺路,朝顺路,BV09174448,113.305491,22.827771
木壳岭,木壳岭,木壳岭,BV11115210,113.59225,23.530975
木广塘站,木广塘,木广塘站,BV11317184,113.012247,23.447139
木摾水库,木摾水库,木摾水库站,BV11086408,113.481548,23.217122
木棉冚村,木棉冚村,木棉冚村,BV11162722,113.609166,23.198092
木棉小学,木棉小学,木棉小学,BV10977071,113.51995,23.49626
木棉木场,木棉木场,木棉木场,BV11627691,113.52123,23.494233
木棉社,木棉社,木棉社,BV09163013,113.71398,23.554738
木棉脚,木棉脚,木棉脚,BV10023303,113.389622,22.966897
木潭村,木潭村,木潭村,BV11337689,113.78881,23.358008
朱仙路中,朱仙路中,朱仙路中,BV09311982,113.704065,23.215785
朱兜埔,朱兜埔,朱兜埔,BV11119397,113.92109,23.46052
朱宁路口,朱宁路口,朱宁路口,BV10024222,113.69196,23.273578
朱家庄,朱家庄,朱家庄,BV11484169,113.2115,23.292991
朱屋,朱屋#1,朱屋站,BV11573881,113.533482,23.266449
朱屋,朱屋#2,朱屋,BV09185054,113.177421,23.476246
朱岗尾,朱岗尾,朱岗尾,BV11463939,113.833023,23.19444
朱村,朱村,朱村,BV10016730,113.171546,23.382072
朱村中学,朱村中学,朱村中学,BV11382221,113.692822,23.291088
朱村医院,朱村医院,朱村医院,BV10441424,113.688372,23.275003
朱村地铁站,朱村地铁,朱村地铁站,BV11119403,113.696053,23.275064
朱村小学,朱村小学,朱村小学,BV11382220,113.690209,23.28284
朱村牌坊,朱村牌坊,朱村牌坊,BV10426931,113.68868,23.275371
机保段新村,机保段新村,机保段新村站,BV11484182,113.209185,23.353195
机关幼儿园,机关幼儿园,机关幼儿园,BV10015083,113.353327,22.936234
机务大街,机务大街,机务大街,BV10021803,113.239492,23.154164
机务段总站,机务段总,机务段总站,BV10021804,113.239327,23.158069
机务段路口,机务段路口,机务段路口站,BV10454855,113.237421,23.151062
机场交警支队,机场交警支队,机场交警支队,BV11622455,113.298274,23.370312
机场信息大楼,机场信息大楼,机场信息大楼,BV11271589,113.29629,23.375227
机场南13号门,机场南13号门,机场南13号门,BV09324829,113.297967,23.389804
机场南出口,机场南出口,机场南出口,BV11622445,113.295883,23.368636
机场国内货站,机场国内货,机场国内货站,BV11449921,113.30444,23.41482
机场立交北,机场立交北,机场立交北,BV10523474,113.256601,23.165591
机场立交北,机场立交北,机场立交北3,BV09214035,113.257143,23.163956
机场立交北,机场立交北,机场立交北2,BV09226069,113.256601,23.165591
机场立交北,机场立交北,机场立交北1,BV09226089,113.256206,23.166505
机场西路尖彭路口,机场西路尖彭路口,机场西路尖彭路口,BV10014466,113.279707,23.230963
机场路,机场路,机场路,BV10018539,113.258439,23.20052
机场路口,机场路口,机场路口,BV10383051,113.09748,23.07267
机场路岗贝路口(省二医民航院区),机场路岗贝路口(省二医民航院区),机场路岗贝路口,BV11688420,113.254023,23.18066
机场路岗贝路口(省二医民航院区),机场路岗贝路口(省二医民航院区),机场路岗贝路口(省二医民航院区)1,BV09091930,113.254322,23.179452
机场路岗贝路口(省二医民航院区),机场路岗贝路口(省二医民航院区),机场路岗贝路口1,BV09226068,113.254117,23.181794
